Kingdom,Genome ID
Bacteria,GCF_015022235.1
Bacteria,GCF_015024285.2
Bacteria,GCF_015074925.1
Bacteria,GCF_015138775.1
Bacteria,GCF_015159775.2
Bacteria,GCF_015219805.1
Bacteria,GCF_015238555.1
Bacteria,GCF_015238655.1
Bacteria,GCF_015238895.1
Bacteria,GCF_015239135.1
Bacteria,GCF_015239295.1
Bacteria,GCF_015243235.1
Bacteria,GCF_015277755.1
Bacteria,GCF_015277915.1
Bacteria,GCF_015277935.1
Bacteria,GCF_015277955.1
Bacteria,GCF_015277975.1
Bacteria,GCF_015277995.1
Bacteria,GCF_015278055.1
Bacteria,GCF_015278095.1
Bacteria,GCF_015283665.1
Bacteria,GCF_015283885.1
Bacteria,GCF_015284665.1
Bacteria,GCF_015284925.1
Bacteria,GCF_015285145.1
Bacteria,GCF_015286225.1
Bacteria,GCF_015286445.1
Bacteria,GCF_015287605.1
Bacteria,GCF_015288205.1
Bacteria,GCF_015288605.1
Bacteria,GCF_015289145.1
Bacteria,GCF_015289545.1
Bacteria,GCF_015289765.1
Bacteria,GCF_015289985.1
Bacteria,GCF_015290145.1
Bacteria,GCF_015290925.1
Bacteria,GCF_015290985.1
Bacteria,GCF_015338385.1
Bacteria,GCF_015353095.1
Bacteria,GCF_015355835.1
Bacteria,GCF_015355855.1
Bacteria,GCF_015355875.1
Bacteria,GCF_015355895.1
Bacteria,GCF_015355915.1
Bacteria,GCF_015355935.1
Bacteria,GCF_015355955.1
Bacteria,GCF_015355975.1
Bacteria,GCF_015355995.1
Bacteria,GCF_015356015.1
Bacteria,GCF_015356035.1
Bacteria,GCF_015356055.1
Bacteria,GCF_015694065.1
Bacteria,GCF_015694085.1
Bacteria,GCF_015774895.1
Bacteria,GCF_015774955.1
Bacteria,GCF_015775135.1
Bacteria,GCF_015775275.1
Bacteria,GCF_015832035.1
Bacteria,GCF_015910145.1
Bacteria,GCF_015910165.1
Bacteria,GCF_015992265.1
Bacteria,GCF_015992285.1
Bacteria,GCF_015992305.1
Bacteria,GCF_015992325.1
Bacteria,GCF_015992345.1
Bacteria,GCF_015992385.1
Bacteria,GCF_015992405.1
Bacteria,GCF_015992425.1
Bacteria,GCF_015999625.1
Bacteria,GCF_016066025.1
Bacteria,GCF_016066295.1
Bacteria,GCF_016066475.1
Bacteria,GCF_016067835.1
Bacteria,GCF_016403065.1
Bacteria,GCF_016403085.1
Bacteria,GCF_016629585.1
Bacteria,GCF_016694775.1
Bacteria,GCF_016727425.1
Bacteria,GCF_016772535.1
Bacteria,GCF_016772555.1
Bacteria,GCF_016772575.1
Bacteria,GCF_016772595.1
Bacteria,GCF_016780025.1
Bacteria,GCF_016780145.1
Bacteria,GCF_016800965.1
Bacteria,GCF_016801375.1
Bacteria,GCF_016804025.1
Bacteria,GCF_016812055.1
Bacteria,GCF_016864395.1
Bacteria,GCF_016903115.1
Bacteria,GCF_016903155.1
Bacteria,GCF_016903195.1
Bacteria,GCF_016903235.1
Bacteria,GCF_016903255.1
Bacteria,GCF_016903295.1
Bacteria,GCF_016903395.1
Bacteria,GCF_016903455.1
Bacteria,GCF_016903475.1
Bacteria,GCF_016903495.1
Bacteria,GCF_016903515.1
Bacteria,GCF_016903735.1
Bacteria,GCF_016903755.1
Bacteria,GCF_016903775.1
Bacteria,GCF_016903795.1
Bacteria,GCF_016903875.1
Bacteria,GCF_016903895.1
Bacteria,GCF_016903955.1
Bacteria,GCF_016904035.1
Bacteria,GCF_016904095.1
Bacteria,GCF_016904275.1
Bacteria,GCF_016904295.1
Bacteria,GCF_016904315.1
Bacteria,GCF_016904415.1
Bacteria,GCF_016904595.1
Bacteria,GCF_016904635.1
Bacteria,GCF_016925215.1
Bacteria,GCF_016925235.1
Bacteria,GCF_016925275.1
Bacteria,GCF_016925295.1
Bacteria,GCF_016925315.1
Bacteria,GCF_016925355.1
Bacteria,GCF_016925375.1
Bacteria,GCF_016925415.1
Bacteria,GCF_016925435.1
Bacteria,GCF_016939535.1
Bacteria,GCF_016939675.1
Bacteria,GCF_016939695.1
Bacteria,GCF_016939755.1
Bacteria,GCF_016939775.1
Bacteria,GCF_016939815.1
Bacteria,GCF_016939835.1
Bacteria,GCF_017084505.1
Bacteria,GCF_017086485.1
Bacteria,GCF_017277455.1
Bacteria,GCF_017310305.1
Bacteria,GCF_017310325.1
Bacteria,GCF_017310345.1
Bacteria,GCF_017310365.1
Bacteria,GCF_017310385.1
Bacteria,GCF_017310405.1
Bacteria,GCF_017310425.1
Bacteria,GCF_017310565.1
Bacteria,GCF_017315205.1
Bacteria,GCF_017351975.1
Bacteria,GCF_017357925.1
Bacteria,GCF_017639065.1
Bacteria,GCF_017742895.1
Bacteria,GCF_017742915.1
Bacteria,GCF_017742935.1
Bacteria,GCF_017742955.1
Bacteria,GCF_017743095.1
Bacteria,GCF_017743115.1
Bacteria,GCF_017743135.1
Bacteria,GCF_017809835.1
Bacteria,GCF_017815715.1
Bacteria,GCF_017815795.1
Bacteria,GCF_017894285.1
Bacteria,GCF_017894305.1
Bacteria,GCF_017916195.1
Bacteria,GCF_017916215.1
Bacteria,GCF_018075325.1
Bacteria,GCF_018128445.1
Bacteria,GCF_018128465.1
Bacteria,GCF_018138305.2
Bacteria,GCF_018140905.1
Bacteria,GCF_018274525.2
Bacteria,GCF_018278725.1
Bacteria,GCF_018279185.1
Bacteria,GCF_018279325.1
Bacteria,GCF_018283575.2
Bacteria,GCF_018314115.1
Bacteria,GCF_018336835.1
Bacteria,GCF_018394355.1
Bacteria,GCF_018449045.1
Bacteria,GCF_018449065.1
Bacteria,GCF_018454365.1
Bacteria,GCF_018487825.1
Bacteria,GCF_018502565.1
Bacteria,GCF_018502585.1
Bacteria,GCF_018604345.1
Bacteria,GCF_018604385.1
Bacteria,GCF_018831545.1
Bacteria,GCF_018885345.1
Bacteria,GCF_019038575.1
Bacteria,GCF_019107685.1
Bacteria,GCF_019107705.1
Bacteria,GCF_019134695.1
Bacteria,GCF_019334545.1
Bacteria,GCF_019334625.1
Bacteria,GCF_019434255.1
Bacteria,GCF_019434275.1
Bacteria,GCF_019434295.1
Bacteria,GCF_019443545.1
Bacteria,GCF_019443565.1
Bacteria,GCF_019443585.1
Bacteria,GCF_019444195.1
Bacteria,GCF_019444635.1
Bacteria,GCF_019454345.1
Bacteria,GCF_019455345.1
Bacteria,GCF_019702965.1
Bacteria,GCF_019702985.1
Bacteria,GCF_019703005.1
Bacteria,GCF_019703025.1
Bacteria,GCF_019703045.1
Bacteria,GCF_019703065.1
Bacteria,GCF_019703085.1
Bacteria,GCF_019703105.1
Bacteria,GCF_019703125.1
Bacteria,GCF_019703145.1
Bacteria,GCF_019703165.1
Bacteria,GCF_019703185.1
Bacteria,GCF_019703205.1
Bacteria,GCF_019703225.1
Bacteria,GCF_019703245.1
Bacteria,GCF_019793595.1
Bacteria,GCF_019797985.1
Bacteria,GCF_019798005.1
Bacteria,GCF_019798025.1
Bacteria,GCF_019798185.1
Bacteria,GCF_019823765.1
Bacteria,GCF_019823785.1
Bacteria,GCF_019823805.1
Bacteria,GCF_019823835.1
Bacteria,GCF_019823855.1
Bacteria,GCF_019823875.1
Bacteria,GCF_019823895.1
Bacteria,GCF_019823915.1
Bacteria,GCF_019823935.1
Bacteria,GCF_019823955.1
Bacteria,GCF_019900305.1
Bacteria,GCF_019900325.1
Bacteria,GCF_019900345.1
Bacteria,GCF_019900745.2
Bacteria,GCF_019900765.2
Bacteria,GCF_019900785.1
Bacteria,GCF_019900805.1
Bacteria,GCF_019915305.1
Bacteria,GCF_019915325.1
Bacteria,GCF_019915345.1
Bacteria,GCF_020023465.1
Bacteria,GCF_020080125.1
Bacteria,GCF_020080145.1
Bacteria,GCF_020149785.1
Bacteria,GCF_020149825.1
Bacteria,GCF_020149875.1
Bacteria,GCF_020149895.1
Bacteria,GCF_020172745.1
Bacteria,GCF_020221715.1
Bacteria,GCF_020405265.1
Bacteria,GCF_020405285.1
Bacteria,GCF_020459305.1
Bacteria,GCF_020520185.1
Bacteria,GCF_020525485.1
Bacteria,GCF_020525505.1
Bacteria,GCF_020525645.1
Bacteria,GCF_020525845.1
Bacteria,GCF_020525865.1
Bacteria,GCF_020525885.1
Bacteria,GCF_020525905.1
Bacteria,GCF_020525945.1
Bacteria,GCF_020525965.1
Bacteria,GCF_020525985.1
Bacteria,GCF_020526005.1
Bacteria,GCF_020526025.1
Bacteria,GCF_020526045.1
Bacteria,GCF_020526065.1
Bacteria,GCF_020535145.1
Bacteria,GCF_020641015.1
Bacteria,GCF_020695545.1
Bacteria,GCF_020695665.1
Bacteria,GCF_020736285.1
Bacteria,GCF_020808985.1
Bacteria,GCF_020906545.1
Bacteria,GCF_020911785.1
Bacteria,GCF_020911805.1
Bacteria,GCF_020990405.1
Bacteria,GCF_020991145.1
Bacteria,GCF_021057265.1
Bacteria,GCF_021135615.1
Bacteria,GCF_021137615.1
Bacteria,GCF_021137635.1
Bacteria,GCF_021137655.1
Bacteria,GCF_021137675.1
Bacteria,GCF_021137695.1
Bacteria,GCF_021137715.1
Bacteria,GCF_021137735.1
Bacteria,GCF_021137755.1
Bacteria,GCF_021137775.1
Bacteria,GCF_021137795.1
Bacteria,GCF_021137815.1
Bacteria,GCF_021137835.1
Bacteria,GCF_021137855.1
Bacteria,GCF_021137875.1
Bacteria,GCF_021137895.1
Bacteria,GCF_021137915.1
Bacteria,GCF_021137935.1
Bacteria,GCF_021137955.1
Bacteria,GCF_021137975.1
Bacteria,GCF_021138035.1
Bacteria,GCF_021138155.1
Bacteria,GCF_021166055.1
Bacteria,GCF_021166075.1
Bacteria,GCF_021166095.1
Bacteria,GCF_021166115.1
Bacteria,GCF_021166135.1
Bacteria,GCF_021166155.1
Bacteria,GCF_021166175.1
Bacteria,GCF_021166195.1
Bacteria,GCF_021166215.1
Bacteria,GCF_021166235.1
Bacteria,GCF_021172125.1
Bacteria,GCF_021228815.1
Bacteria,GCF_021249265.1
Bacteria,GCF_021389995.1
Bacteria,GCF_021390015.1
Bacteria,GCF_021397585.1
Bacteria,GCF_021397755.1
Bacteria,GCF_021398155.1
Bacteria,GCF_021398445.1
Bacteria,GCF_021431985.1
Bacteria,GCF_021432005.1
Bacteria,GCF_021432105.1
Bacteria,GCF_021432125.1
Bacteria,GCF_021441845.1
Bacteria,GCF_021442045.1
Bacteria,GCF_021442065.1
Bacteria,GCF_021460155.1
Bacteria,GCF_021464465.1
Bacteria,GCF_021484965.1
Bacteria,GCF_021484985.1
Bacteria,GCF_021485005.1
Bacteria,GCF_021485025.1
Bacteria,GCF_021496095.1
Bacteria,GCF_021496545.1
Bacteria,GCF_021497265.1
Bacteria,GCF_021497485.1
Bacteria,GCF_021498005.1
Bacteria,GCF_021535085.1
Bacteria,GCF_021535105.1
Bacteria,GCF_021560095.1
Bacteria,GCF_021655415.1
Bacteria,GCF_021655435.1
Bacteria,GCF_021655455.1
Bacteria,GCF_021655475.1
Bacteria,GCF_021655495.1
Bacteria,GCF_021655515.1
Bacteria,GCF_021729765.1
Bacteria,GCF_021729785.1
Bacteria,GCF_021729905.1
Bacteria,GCF_021729925.1
Bacteria,GCF_021768325.1
Bacteria,GCF_021899575.1
Bacteria,GCF_021899615.1
Bacteria,GCF_021899755.1
Bacteria,GCF_021952745.1
Bacteria,GCF_021952765.1
Bacteria,GCF_022009655.1
Bacteria,GCF_022059905.1
Bacteria,GCF_022213405.2
Bacteria,GCF_022213425.1
Bacteria,GCF_022353525.1
Bacteria,GCF_022353585.1
Bacteria,GCF_022353645.1
Bacteria,GCF_022353665.1
Bacteria,GCF_022353705.1
Bacteria,GCF_022353765.1
Bacteria,GCF_022353805.1
Bacteria,GCF_022353825.1
Bacteria,GCF_022353985.1
Bacteria,GCF_022354105.1
Bacteria,GCF_022354125.1
Bacteria,GCF_022354165.1
Bacteria,GCF_022354285.1
Bacteria,GCF_022354365.1
Bacteria,GCF_022354525.1
Bacteria,GCF_022354545.1
Bacteria,GCF_022354625.1
Bacteria,GCF_022354665.1
Bacteria,GCF_022354725.1
Bacteria,GCF_022369815.1
Bacteria,GCF_022369925.1
Bacteria,GCF_022453565.1
Bacteria,GCF_022453645.1
Bacteria,GCF_022492855.1
Bacteria,GCF_022492875.1
Bacteria,GCF_022492895.1
Bacteria,GCF_022493975.1
Bacteria,GCF_022494195.1
Bacteria,GCF_022494215.1
Bacteria,GCF_022494255.1
Bacteria,GCF_022494375.1
Bacteria,GCF_022494395.1
Bacteria,GCF_022533505.1
Bacteria,GCF_022533525.1
Bacteria,GCF_022539425.1
Bacteria,GCF_022558365.1
Bacteria,GCF_022559765.1
Bacteria,GCF_022559785.1
Bacteria,GCF_022570755.1
Bacteria,GCF_022577075.1
Bacteria,GCF_022592735.1
Bacteria,GCF_022699305.1
Bacteria,GCF_022699325.1
Bacteria,GCF_022699345.1
Bacteria,GCF_022701055.1
Bacteria,GCF_022701075.1
Bacteria,GCF_022749215.1
Bacteria,GCF_022749475.1
Bacteria,GCF_022759625.1
Bacteria,GCF_022759645.1
Bacteria,GCF_022759665.1
Bacteria,GCF_022759685.1
Bacteria,GCF_022759705.1
Bacteria,GCF_022759925.1
Bacteria,GCF_022759945.1
Bacteria,GCF_022759965.1
Bacteria,GCF_022759985.1
Bacteria,GCF_022760005.1
Bacteria,GCF_022809875.1
Bacteria,GCF_022828525.1
Bacteria,GCF_022828555.1
Bacteria,GCF_022828575.1
Bacteria,GCF_022869145.1
Bacteria,GCF_022869665.1
Bacteria,GCF_022870805.1
Bacteria,GCF_022921135.1
Bacteria,GCF_022964795.1
Bacteria,GCF_022964835.1
Bacteria,GCF_022964855.1
Bacteria,GCF_022964875.1
Bacteria,GCF_022982555.1
Bacteria,GCF_022982575.1
Bacteria,GCF_022982595.1
Bacteria,GCF_022982615.1
Bacteria,GCF_022982715.1
Bacteria,GCF_023025805.1
Bacteria,GCF_023093995.1
Bacteria,GCF_023184535.1
Bacteria,GCF_023205035.1
Bacteria,GCF_023272735.1
Bacteria,GCF_023347665.1
Bacteria,GCF_023347685.1
Bacteria,GCF_023373545.1
Bacteria,GCF_023374165.1
Bacteria,GCF_023374185.1
Bacteria,GCF_023374205.1
Bacteria,GCF_023374225.1
Bacteria,GCF_023374245.1
Bacteria,GCF_023379965.1
Bacteria,GCF_023518315.1
Bacteria,GCF_023518335.1
Bacteria,GCF_023538935.1
Bacteria,GCF_023538955.1
Bacteria,GCF_023538975.1
Bacteria,GCF_023538995.1
Bacteria,GCF_023572965.1
Bacteria,GCF_023573585.1
Bacteria,GCF_023573645.1
Bacteria,GCF_023573665.1
Bacteria,GCF_023573685.1
Bacteria,GCF_023573705.1
Bacteria,GCF_023573725.1
Bacteria,GCF_023573745.1
Bacteria,GCF_023573765.1
Bacteria,GCF_023573785.1
Bacteria,GCF_023573805.1
Bacteria,GCF_023573825.1
Bacteria,GCF_023573845.1
Bacteria,GCF_023573865.1
Bacteria,GCF_023573885.1
Bacteria,GCF_023612215.1
Bacteria,GCF_023612395.1
Bacteria,GCF_023612435.1
Bacteria,GCF_023650835.1
Bacteria,GCF_023653925.1
Bacteria,GCF_023657615.1
Bacteria,GCF_023657635.1
Bacteria,GCF_023657655.1
Bacteria,GCF_023657675.1
Bacteria,GCF_023657695.1
Bacteria,GCF_023657715.1
Bacteria,GCF_023657735.1
Bacteria,GCF_023657795.1
Bacteria,GCF_023657815.1
Bacteria,GCF_023657835.1
Bacteria,GCF_023657855.1
Bacteria,GCF_023657875.1
Bacteria,GCF_023657895.1
Bacteria,GCF_023658105.1
Bacteria,GCF_023658125.1
Bacteria,GCF_023658145.1
Bacteria,GCF_023658165.1
Bacteria,GCF_023658185.1
Bacteria,GCF_023658205.1
Bacteria,GCF_023658225.1
Bacteria,GCF_023658245.1
Bacteria,GCF_023703835.1
Bacteria,GCF_023703855.1
Bacteria,GCF_023703875.1
Bacteria,GCF_023703895.1
Bacteria,GCF_023703915.1
Bacteria,GCF_023703935.1
Bacteria,GCF_023703955.1
Bacteria,GCF_023703975.1
Bacteria,GCF_023704015.1
Bacteria,GCF_023715965.1
Bacteria,GCF_023715985.1
Bacteria,GCF_023796915.1
Bacteria,GCF_023913595.1
Bacteria,GCF_023920005.1
Bacteria,GCF_023920025.1
Bacteria,GCF_023920045.1
Bacteria,GCF_023920065.1
Bacteria,GCF_023920325.1
Bacteria,GCF_024081805.1
Bacteria,GCF_024138415.1
Bacteria,GCF_024138975.1
Bacteria,GCF_024223795.1
Bacteria,GCF_024224875.1
Bacteria,GCF_024226435.1
Bacteria,GCF_024226755.1
Bacteria,GCF_024227055.1
Bacteria,GCF_024299245.1
Bacteria,GCF_024346655.1
Bacteria,GCF_024346695.1
Bacteria,GCF_024346735.1
Bacteria,GCF_024346775.1
Bacteria,GCF_024346815.1
Bacteria,GCF_024346855.1
Bacteria,GCF_024346895.1
Bacteria,GCF_024397375.1
Bacteria,GCF_024398905.1
Bacteria,GCF_024496125.1
Bacteria,GCF_024496145.1
Bacteria,GCF_024496165.1
Bacteria,GCF_024496185.1
Bacteria,GCF_024496205.1
Bacteria,GCF_024496265.1
Bacteria,GCF_024498655.1
Bacteria,GCF_024498895.1
Bacteria,GCF_024505665.1
Bacteria,GCF_024579815.1
Bacteria,GCF_024584455.1
Bacteria,GCF_024584475.1
Bacteria,GCF_900323945.1
Bacteria,GCF_900497045.1
Bacteria,GCF_900497055.1
Bacteria,GCF_900497475.1
Bacteria,GCF_900622605.1
Bacteria,GCF_900622645.1
Bacteria,GCF_900635125.1
Bacteria,GCF_900635995.1
Bacteria,GCF_900636455.1
Bacteria,GCF_901421925.1
Bacteria,GCF_901422065.1
Bacteria,GCF_902723695.1
Bacteria,GCF_902723705.1
Bacteria,GCF_902827215.1
Bacteria,GCF_903993005.2
Bacteria,GCF_903993015.2
Bacteria,GCF_903993025.2
Bacteria,GCF_903993035.2
Bacteria,GCF_903993055.2
Bacteria,GCF_903993065.2
Bacteria,GCF_903993085.2
Bacteria,GCF_903993095.2
Bacteria,GCF_903993105.2
Bacteria,GCF_903993115.2
Bacteria,GCF_903993145.2
Bacteria,GCF_903993155.2
Bacteria,GCF_903993165.2
Bacteria,GCF_903993185.2
Bacteria,GCF_903993205.2
Bacteria,GCF_903993215.2
Bacteria,GCF_904863055.1
Bacteria,GCF_904863075.1
Bacteria,GCF_904863095.1
Bacteria,GCF_904863115.1
Bacteria,GCF_904863125.1
Bacteria,GCF_904863135.1
Bacteria,GCF_904863145.1
Bacteria,GCF_904863195.1
Bacteria,GCF_904863205.1
Bacteria,GCF_904863215.1
Bacteria,GCF_904863225.1
Bacteria,GCF_904863245.1
Bacteria,GCF_904863265.1
Bacteria,GCF_904863275.1
Bacteria,GCF_904863285.1
Bacteria,GCF_904863295.1
Bacteria,GCF_904863325.1
Bacteria,GCF_904863335.1
Bacteria,GCF_904863355.1
Bacteria,GCF_904863365.1
Bacteria,GCF_904863395.1
Bacteria,GCF_904863405.1
Bacteria,GCF_904863425.1
Bacteria,GCF_904863435.1
Bacteria,GCF_904864445.1
Bacteria,GCF_904864465.1
Bacteria,GCF_904864475.1
Bacteria,GCF_904864505.1
Bacteria,GCF_904864515.1
Bacteria,GCF_904864525.1
Bacteria,GCF_904864535.1
Bacteria,GCF_904864545.1
Bacteria,GCF_904864565.1
Bacteria,GCF_904864595.1
Bacteria,GCF_904864605.1
Bacteria,GCF_904864625.1
Bacteria,GCF_904864645.1
Bacteria,GCF_904865675.1
Bacteria,GCF_904865685.1
Bacteria,GCF_904865695.1
Bacteria,GCF_904865715.1
Bacteria,GCF_904865735.1
Bacteria,GCF_904865745.1
Bacteria,GCF_904865755.1
Bacteria,GCF_904865765.1
Bacteria,GCF_904865785.1
Bacteria,GCF_904865795.1
Bacteria,GCF_904865805.1
Bacteria,GCF_904865815.1
Bacteria,GCF_904865825.1
Bacteria,GCF_904865845.1
Bacteria,GCF_904866195.1
Bacteria,GCF_904866205.1
Bacteria,GCF_904866215.1
Bacteria,GCF_904866235.1
Bacteria,GCF_904866255.1
Bacteria,GCF_904866285.1
Bacteria,GCF_904866295.1
Bacteria,GCF_904866315.1
Bacteria,GCF_904866325.1
Bacteria,GCF_904866335.1
Bacteria,GCF_904866375.1
Bacteria,GCF_904866395.1
Bacteria,GCF_904866405.1
Bacteria,GCF_904866415.1
Bacteria,GCF_904866425.1
Bacteria,GCF_904866435.1
Bacteria,GCF_904866445.1
Bacteria,GCF_904866465.1
Bacteria,GCF_904866475.1
Bacteria,GCF_904866485.1
Bacteria,GCF_904866505.1
Bacteria,GCF_904866535.1
Bacteria,GCF_904866555.1
Bacteria,GCF_910589455.1
Bacteria,GCF_911728565.1
Bacteria,GCF_920103885.1
Bacteria,GCF_924899195.1
Bacteria,GCF_002853115.2
Bacteria,GCF_002853385.2
Bacteria,GCF_003010735.1
Bacteria,GCF_000783935.2
Bacteria,GCF_008694045.1
Bacteria,GCF_011290675.2
Bacteria,GCF_013462275.1
Bacteria,GCF_019968885.1
Bacteria,GCF_022637595.1
Bacteria,GCF_012029655.1
Bacteria,GCF_015571975.1
Bacteria,GCF_902109485.1
Bacteria,GCF_000783955.2
Bacteria,GCF_001558895.2
Bacteria,GCF_002386305.1
Bacteria,GCF_002891475.1
Bacteria,GCF_002968775.1
Bacteria,GCF_003034205.2
Bacteria,GCF_003071325.1
Bacteria,GCF_003573445.1
Bacteria,GCF_003955965.1
Bacteria,GCF_010365245.1
Bacteria,GCF_010748915.1
Bacteria,GCF_013378135.1
Bacteria,GCF_015698325.1
Bacteria,GCF_016618235.1
Bacteria,GCF_016727445.1
Bacteria,GCF_016939515.1
Bacteria,GCF_016939575.1
Bacteria,GCF_016939635.1
Bacteria,GCF_018141465.1
Bacteria,GCF_019242835.1
Bacteria,GCF_019242955.1
Bacteria,GCF_019243055.1
Bacteria,GCF_019243165.1
Bacteria,GCF_019243235.1
Bacteria,GCF_019243335.1
Bacteria,GCF_019243435.1
Bacteria,GCF_019243485.1
Bacteria,GCF_019243605.1
Bacteria,GCF_019243695.1
Bacteria,GCF_019243775.1
Bacteria,GCF_020790175.1
Bacteria,GCF_020911745.1
Bacteria,GCF_022369415.1
Bacteria,GCF_900478755.1
Bacteria,GCF_902387845.1
Bacteria,GCF_000783575.2
Bacteria,GCF_000783595.2
Bacteria,GCF_000783875.2
Bacteria,GCF_000784015.2
Bacteria,GCF_001281545.1
Bacteria,GCF_001281565.1
Bacteria,GCF_001640985.1
Bacteria,GCF_002055685.1
Bacteria,GCF_002180115.1
Bacteria,GCF_002180235.1
Bacteria,GCF_002197405.1
Bacteria,GCF_002310875.1
Bacteria,GCF_002310895.1
Bacteria,GCF_002944495.1
Bacteria,GCF_002945235.1
Bacteria,GCF_003073935.1
Bacteria,GCF_003204115.1
Bacteria,GCF_003855615.1
Bacteria,GCF_003855635.1
Bacteria,GCF_008041895.1
Bacteria,GCF_008195605.1
Bacteria,GCF_008705195.1
Bacteria,GCF_009429045.2
Bacteria,GCF_009684665.1
Bacteria,GCF_009806715.1
Bacteria,GCF_010442675.1
Bacteria,GCF_010692865.1
Bacteria,GCF_011045575.1
Bacteria,GCF_011045855.1
Bacteria,GCF_011149675.1
Bacteria,GCF_011383025.1
Bacteria,GCF_011383045.1
Bacteria,GCF_012516515.1
Bacteria,GCF_013255765.1
Bacteria,GCF_013256075.1
Bacteria,GCF_013343255.1
Bacteria,GCF_013357405.1
Bacteria,GCF_013357425.1
Bacteria,GCF_013357445.1
Bacteria,GCF_013357465.1
Bacteria,GCF_013357485.1
Bacteria,GCF_013357505.1
Bacteria,GCF_013357525.1
Bacteria,GCF_013357545.1
Bacteria,GCF_013357565.1
Bacteria,GCF_013357585.1
Bacteria,GCF_013358795.1
Bacteria,GCF_014843115.1
Bacteria,GCF_014931585.1
Bacteria,GCF_015169015.1
Bacteria,GCF_015693865.1
Bacteria,GCF_015693965.1
Bacteria,GCF_015693985.1
Bacteria,GCF_015694005.1
Bacteria,GCF_015694025.1
Bacteria,GCF_016725905.1
Bacteria,GCF_016772335.1
Bacteria,GCF_016772355.1
Bacteria,GCF_016939715.1
Bacteria,GCF_016939735.1
Bacteria,GCF_017161055.1
Bacteria,GCF_017808555.1
Bacteria,GCF_017901195.1
Bacteria,GCF_018138945.1
Bacteria,GCF_018138985.1
Bacteria,GCF_018139005.1
Bacteria,GCF_018139105.1
Bacteria,GCF_018336495.1
Bacteria,GCF_018972025.2
Bacteria,GCF_019192645.1
Bacteria,GCF_019443785.1
Bacteria,GCF_021228935.1
Bacteria,GCF_022353845.1
Bacteria,GCF_022354605.1
Bacteria,GCF_022453625.1
Bacteria,GCF_023093855.1
Bacteria,GCF_023242175.1
Bacteria,GCF_023242195.1
Bacteria,GCF_023702555.1
Bacteria,GCF_023702575.1
Bacteria,GCF_023702595.1
Bacteria,GCF_024138795.1
Bacteria,GCF_024138815.1
Bacteria,GCF_024138835.1
Bacteria,GCF_900635965.1
Bacteria,GCF_002591155.1
Bacteria,GCF_003812525.1
Bacteria,GCF_009931275.1
Bacteria,GCF_011045815.1
Bacteria,GCF_013283955.1
Bacteria,GCF_014250535.1
Bacteria,GCF_015841135.1
Bacteria,GCF_016647575.1
Bacteria,GCF_020097355.1
Bacteria,GCF_023100685.1
Bacteria,GCF_001874625.1
Bacteria,GCF_002984195.1
Bacteria,GCF_003204135.1
Bacteria,GCF_005155965.1
Bacteria,GCF_010318885.1
Bacteria,GCF_010319105.1
Bacteria,GCF_010319405.1
Bacteria,GCF_010320145.1
Bacteria,GCF_013255915.1
Bacteria,GCF_013423885.1
Bacteria,GCF_013694385.1
Bacteria,GCF_013702025.1
Bacteria,GCF_013702245.1
Bacteria,GCF_013702265.1
Bacteria,GCF_014394705.1
Bacteria,GCF_015571575.1
Bacteria,GCF_016406205.1
Bacteria,GCF_018771265.1
Bacteria,GCF_018861215.1
Bacteria,GCF_018861235.1
Bacteria,GCF_018861255.1
Bacteria,GCF_019047885.1
Bacteria,GCF_019048105.1
Bacteria,GCF_019048545.1
Bacteria,GCF_019890815.1
Bacteria,GCF_020683065.1
Bacteria,GCF_020808945.1
Bacteria,GCF_020985345.1
Bacteria,GCF_023184555.1
Bacteria,GCF_023205015.1
Bacteria,GCF_023650895.1
Bacteria,GCF_000754345.1
Bacteria,GCF_001558855.2
Bacteria,GCF_001888205.1
Bacteria,GCF_002947315.1
Bacteria,GCF_002983665.1
Bacteria,GCF_008693805.1
Bacteria,GCF_010320365.1
Bacteria,GCF_010669105.1
Bacteria,GCF_016128115.1
Bacteria,GCF_023520575.1
Bacteria,GCF_023547145.1
Bacteria,GCF_020023795.1
Bacteria,GCF_023518135.1
Bacteria,GCF_023518195.1
Bacteria,GCF_000953495.1
Bacteria,GCF_001931555.1
Bacteria,GCF_001931575.1
Bacteria,GCF_001931595.1
Bacteria,GCF_001931615.1
Bacteria,GCF_002863785.1
Bacteria,GCF_010919335.1
Bacteria,GCF_013377315.1
Bacteria,GCF_013377335.1
Bacteria,GCF_013377355.1
Bacteria,GCF_022117515.1
Bacteria,GCF_022670675.1
Bacteria,GCF_023024545.1
Bacteria,GCF_009650355.1
Bacteria,GCF_009650375.1
Bacteria,GCF_009650395.1
Bacteria,GCF_016454465.1
Bacteria,GCF_016454705.1
Bacteria,GCF_022559825.1
Bacteria,GCF_001833255.2
Bacteria,GCF_001305815.1
Bacteria,GCF_001305835.1
Bacteria,GCF_001953015.1
Bacteria,GCF_003052785.2
Bacteria,GCF_003902395.1
Bacteria,GCF_006516995.1
Bacteria,GCF_024266405.1
Bacteria,GCF_003606225.1
Bacteria,GCF_001188125.2
Bacteria,GCF_001441205.1
Bacteria,GCF_001441225.1
Bacteria,GCF_001441245.1
Bacteria,GCF_001689935.1
Bacteria,GCF_001690005.1
Bacteria,GCF_001690055.1
